step,epoch_index,offset_in_epoch,samples_in_step,mean_margin,epoch_boundary_step,SemVariants_count,SemVariants_ratio,VisVariants_count,VisVariants_ratio,DermQA_count,DermQA_ratio,SI1_count,SI1_ratio,SI2_count,SI2_ratio,loss,grad_norm,learning_rate,log_epoch
1104,3,34,256,0.12752837300649844,False,24,0.09375,45,0.17578125,22,0.0859375,71,0.27734375,94,0.3671875,,,,
1105,3,35,256,0.13398308318573982,False,32,0.125,52,0.203125,14,0.0546875,80,0.3125,78,0.3046875,,,,
1106,3,36,256,0.12308999108790886,False,23,0.08984375,49,0.19140625,13,0.05078125,75,0.29296875,96,0.375,,,,
1107,3,37,256,0.12188542477088049,False,33,0.12890625,49,0.19140625,19,0.07421875,73,0.28515625,82,0.3203125,,,,
1108,3,38,256,0.13541187747614458,False,23,0.08984375,55,0.21484375,18,0.0703125,76,0.296875,84,0.328125,,,,
1109,3,39,256,0.13994228263618425,False,29,0.11328125,43,0.16796875,21,0.08203125,73,0.28515625,90,0.3515625,,,,
1110,3,40,256,0.1313436737691518,False,32,0.125,54,0.2109375,25,0.09765625,74,0.2890625,71,0.27734375,,,,
1111,3,41,256,0.1251128908697865,False,25,0.09765625,44,0.171875,24,0.09375,72,0.28125,91,0.35546875,,,,
1112,3,42,256,0.13139985757879913,False,34,0.1328125,54,0.2109375,14,0.0546875,74,0.2890625,80,0.3125,,,,
1113,3,43,256,0.12912919925292954,False,30,0.1171875,54,0.2109375,13,0.05078125,77,0.30078125,82,0.3203125,,,,
1114,3,44,256,0.1453983091923874,False,31,0.12109375,49,0.19140625,13,0.05078125,92,0.359375,71,0.27734375,,,,
1115,3,45,256,0.12516043045616243,False,37,0.14453125,35,0.13671875,22,0.0859375,84,0.328125,78,0.3046875,,,,
1116,3,46,256,0.13839779305271804,False,28,0.109375,42,0.1640625,23,0.08984375,76,0.296875,87,0.33984375,,,,
1117,3,47,256,0.1308907890925184,False,21,0.08203125,61,0.23828125,17,0.06640625,79,0.30859375,78,0.3046875,,,,
1118,3,48,256,0.13777395046781749,False,31,0.12109375,50,0.1953125,21,0.08203125,86,0.3359375,68,0.265625,,,,
1119,3,49,256,0.13886610319605097,False,37,0.14453125,51,0.19921875,19,0.07421875,78,0.3046875,71,0.27734375,,,,
1120,3,50,256,0.15064742116373964,False,31,0.12109375,39,0.15234375,15,0.05859375,85,0.33203125,86,0.3359375,,,,
1121,3,51,256,0.12036201616865583,False,31,0.12109375,49,0.19140625,26,0.1015625,72,0.28125,78,0.3046875,,,,
1122,3,52,256,0.13194269448285922,False,32,0.125,50,0.1953125,16,0.0625,79,0.30859375,79,0.30859375,,,,
1123,3,53,256,0.12734410993289202,False,32,0.125,58,0.2265625,21,0.08203125,80,0.3125,65,0.25390625,,,,
1124,3,54,256,0.12105961341876537,False,31,0.12109375,53,0.20703125,23,0.08984375,73,0.28515625,76,0.296875,,,,
1125,3,55,256,0.1372226273524575,False,37,0.14453125,52,0.203125,17,0.06640625,69,0.26953125,81,0.31640625,,,,
1126,3,56,256,0.13055948211695068,False,39,0.15234375,43,0.16796875,18,0.0703125,61,0.23828125,95,0.37109375,,,,
1127,3,57,256,0.14717982659931295,False,28,0.109375,42,0.1640625,19,0.07421875,84,0.328125,83,0.32421875,,,,
1128,3,58,256,0.13385302986716852,False,35,0.13671875,56,0.21875,15,0.05859375,79,0.30859375,71,0.27734375,,,,
1129,3,59,256,0.12695295753655955,False,20,0.078125,44,0.171875,26,0.1015625,72,0.28125,94,0.3671875,,,,
1130,3,60,256,0.14244341445737518,False,31,0.12109375,36,0.140625,17,0.06640625,84,0.328125,88,0.34375,,,,
1131,3,61,256,0.1336422438325826,False,27,0.10546875,53,0.20703125,15,0.05859375,67,0.26171875,94,0.3671875,,,,
1132,3,62,256,0.1245583857235033,False,40,0.15625,49,0.19140625,16,0.0625,66,0.2578125,85,0.33203125,,,,
1133,3,63,256,0.13275044821057236,False,33,0.12890625,46,0.1796875,20,0.078125,72,0.28125,85,0.33203125,,,,
1134,3,64,256,0.15627750213025138,False,37,0.14453125,34,0.1328125,21,0.08203125,75,0.29296875,89,0.34765625,,,,
1135,3,65,256,0.1292833519692067,False,29,0.11328125,59,0.23046875,18,0.0703125,72,0.28125,78,0.3046875,,,,
1136,3,66,256,0.12775950043578632,False,29,0.11328125,48,0.1875,21,0.08203125,86,0.3359375,72,0.28125,,,,
1137,3,67,256,0.135485381098988,False,30,0.1171875,49,0.19140625,20,0.078125,70,0.2734375,87,0.33984375,,,,
1138,3,68,256,0.1358415976719698,False,32,0.125,53,0.20703125,19,0.07421875,82,0.3203125,70,0.2734375,,,,
1139,3,69,256,0.13987811938568484,False,25,0.09765625,52,0.203125,17,0.06640625,95,0.37109375,67,0.26171875,,,,
1140,3,70,256,0.14759285598120186,False,31,0.12109375,45,0.17578125,16,0.0625,91,0.35546875,73,0.28515625,,,,
1141,3,71,256,0.13532164850039408,False,27,0.10546875,53,0.20703125,25,0.09765625,68,0.265625,83,0.32421875,,,,
1142,3,72,256,0.13165182759985328,False,30,0.1171875,45,0.17578125,23,0.08984375,74,0.2890625,84,0.328125,,,,
1143,3,73,256,0.12135231876163743,False,31,0.12109375,60,0.234375,15,0.05859375,67,0.26171875,83,0.32421875,,,,
1144,3,74,256,0.12361397070344537,False,27,0.10546875,53,0.20703125,22,0.0859375,85,0.33203125,69,0.26953125,,,,
1145,3,75,256,0.13582319776469376,False,30,0.1171875,53,0.20703125,19,0.07421875,82,0.3203125,72,0.28125,,,,
1146,3,76,256,0.13692013706895523,False,26,0.1015625,60,0.234375,17,0.06640625,73,0.28515625,80,0.3125,,,,
1147,3,77,256,0.12680265871313168,False,27,0.10546875,69,0.26953125,13,0.05078125,73,0.28515625,74,0.2890625,,,,
1148,3,78,256,0.13770621689036489,False,35,0.13671875,50,0.1953125,14,0.0546875,74,0.2890625,83,0.32421875,,,,
1149,3,79,256,0.1266417645092588,False,30,0.1171875,50,0.1953125,21,0.08203125,72,0.28125,83,0.32421875,,,,
1150,3,80,256,0.13817221572389826,False,45,0.17578125,37,0.14453125,11,0.04296875,91,0.35546875,72,0.28125,,,,
1151,3,81,256,0.14007872861111537,False,28,0.109375,48,0.1875,18,0.0703125,90,0.3515625,72,0.28125,,,,
1152,3,82,256,0.13323719683103263,False,31,0.12109375,51,0.19921875,19,0.07421875,70,0.2734375,85,0.33203125,,,,
1153,3,83,256,0.1289369154110318,False,33,0.12890625,50,0.1953125,17,0.06640625,71,0.27734375,85,0.33203125,,,,
1154,3,84,256,0.14362194438581355,False,28,0.109375,54,0.2109375,20,0.078125,76,0.296875,78,0.3046875,,,,
1155,3,85,256,0.11973818225669675,False,32,0.125,47,0.18359375,28,0.109375,72,0.28125,77,0.30078125,,,,
1156,3,86,256,0.1291158097446896,False,23,0.08984375,62,0.2421875,25,0.09765625,69,0.26953125,77,0.30078125,,,,
1157,3,87,256,0.13235092045215424,False,21,0.08203125,49,0.19140625,19,0.07421875,77,0.30078125,90,0.3515625,,,,
1158,3,88,256,0.12975992285646498,False,28,0.109375,55,0.21484375,23,0.08984375,72,0.28125,78,0.3046875,,,,
1159,3,89,256,0.1287994832964614,False,29,0.11328125,52,0.203125,21,0.08203125,79,0.30859375,75,0.29296875,,,,
1160,3,90,256,0.12279314751503989,False,35,0.13671875,57,0.22265625,16,0.0625,74,0.2890625,74,0.2890625,,,,
1161,3,91,256,0.1356755078304559,False,30,0.1171875,51,0.19921875,18,0.0703125,91,0.35546875,66,0.2578125,,,,
1162,3,92,256,0.14758952634292655,False,30,0.1171875,45,0.17578125,13,0.05078125,90,0.3515625,78,0.3046875,,,,
1163,3,93,256,0.14784638622950297,False,29,0.11328125,52,0.203125,22,0.0859375,86,0.3359375,67,0.26171875,,,,
1164,3,94,256,0.12752245698357,False,38,0.1484375,52,0.203125,23,0.08984375,58,0.2265625,85,0.33203125,,,,
1165,3,95,256,0.1268256826006109,False,35,0.13671875,50,0.1953125,14,0.0546875,75,0.29296875,82,0.3203125,,,,
1166,3,96,256,0.12191541279025842,False,23,0.08984375,55,0.21484375,23,0.08984375,72,0.28125,83,0.32421875,,,,
1167,3,97,256,0.13220774271758273,False,37,0.14453125,45,0.17578125,10,0.0390625,79,0.30859375,85,0.33203125,,,,
1168,3,98,256,0.13344782518106513,False,34,0.1328125,43,0.16796875,26,0.1015625,70,0.2734375,83,0.32421875,,,,
1169,3,99,256,0.1397296299401205,False,45,0.17578125,36,0.140625,21,0.08203125,75,0.29296875,79,0.30859375,,,,
1170,3,100,256,0.12997851063119015,False,32,0.125,56,0.21875,14,0.0546875,72,0.28125,82,0.3203125,,,,
1171,3,101,256,0.13298993540229276,False,32,0.125,39,0.15234375,20,0.078125,76,0.296875,89,0.34765625,,,,
1172,3,102,256,0.14280675826012157,False,29,0.11328125,47,0.18359375,25,0.09765625,81,0.31640625,74,0.2890625,,,,
1173,3,103,256,0.14729914363124408,False,37,0.14453125,37,0.14453125,10,0.0390625,82,0.3203125,90,0.3515625,,,,
1174,3,104,256,0.13327477502753027,False,24,0.09375,44,0.171875,22,0.0859375,74,0.2890625,92,0.359375,,,,
1175,3,105,256,0.1269930904963985,False,28,0.109375,56,0.21875,17,0.06640625,71,0.27734375,84,0.328125,,,,
1176,3,106,256,0.1419862325565191,False,28,0.109375,47,0.18359375,21,0.08203125,83,0.32421875,77,0.30078125,,,,
1177,3,107,256,0.12841970505542122,False,25,0.09765625,43,0.16796875,17,0.06640625,83,0.32421875,88,0.34375,,,,
1178,3,108,256,0.12435861633275636,False,28,0.109375,45,0.17578125,29,0.11328125,70,0.2734375,84,0.328125,,,,
1179,3,109,256,0.14301107663777657,False,29,0.11328125,41,0.16015625,28,0.109375,80,0.3125,78,0.3046875,,,,
1180,3,110,256,0.12299661758879665,False,32,0.125,42,0.1640625,23,0.08984375,76,0.296875,83,0.32421875,,,,
1181,3,111,256,0.15628201549770893,False,24,0.09375,48,0.1875,16,0.0625,94,0.3671875,74,0.2890625,,,,
1182,3,112,256,0.12202013755450025,False,38,0.1484375,52,0.203125,17,0.06640625,76,0.296875,73,0.28515625,,,,
1183,3,113,256,0.1540366856206674,False,26,0.1015625,53,0.20703125,12,0.046875,87,0.33984375,78,0.3046875,,,,
1184,3,114,256,0.13141924593946896,False,38,0.1484375,48,0.1875,18,0.0703125,65,0.25390625,87,0.33984375,,,,
1185,3,115,256,0.13616234506480396,False,36,0.140625,40,0.15625,21,0.08203125,81,0.31640625,78,0.3046875,,,,
1186,3,116,256,0.13198742500389926,False,25,0.09765625,53,0.20703125,21,0.08203125,86,0.3359375,71,0.27734375,,,,
1187,3,117,256,0.1332923407026101,False,32,0.125,52,0.203125,21,0.08203125,66,0.2578125,85,0.33203125,,,,
1188,3,118,256,0.13078950095223263,False,32,0.125,57,0.22265625,20,0.078125,80,0.3125,67,0.26171875,,,,
1189,3,119,256,0.13712851048330776,False,32,0.125,57,0.22265625,20,0.078125,58,0.2265625,89,0.34765625,,,,
1190,3,120,256,0.13630712978192605,False,31,0.12109375,47,0.18359375,14,0.0546875,80,0.3125,84,0.328125,,,,
1191,3,121,256,0.13598544636624865,False,30,0.1171875,54,0.2109375,21,0.08203125,79,0.30859375,72,0.28125,,,,
1192,3,122,256,0.12614102077350253,False,33,0.12890625,38,0.1484375,21,0.08203125,86,0.3359375,78,0.3046875,,,,
1193,3,123,256,0.14006098799291067,False,35,0.13671875,44,0.171875,24,0.09375,74,0.2890625,79,0.30859375,,,,
1194,3,124,256,0.13765158617752604,False,27,0.10546875,48,0.1875,15,0.05859375,83,0.32421875,83,0.32421875,,,,
1195,3,125,256,0.13748082508664083,False,21,0.08203125,44,0.171875,21,0.08203125,80,0.3125,90,0.3515625,,,,
1196,3,126,256,0.134734158142237,False,28,0.109375,50,0.1953125,25,0.09765625,71,0.27734375,82,0.3203125,,,,
1197,3,127,256,0.12266192756942473,False,29,0.11328125,50,0.1953125,18,0.0703125,68,0.265625,91,0.35546875,,,,
1198,3,128,256,0.13534322535269894,False,27,0.10546875,42,0.1640625,22,0.0859375,85,0.33203125,80,0.3125,,,,
1199,3,129,256,0.11908843723358586,False,32,0.125,57,0.22265625,12,0.046875,70,0.2734375,85,0.33203125,,,,
1200,3,130,256,0.13682023898581974,False,27,0.10546875,52,0.203125,24,0.09375,84,0.328125,69,0.26953125,,,,
1201,3,131,256,0.12641323520801961,False,35,0.13671875,58,0.2265625,24,0.09375,74,0.2890625,65,0.25390625,,,,
1202,3,132,256,0.11105448909802362,False,35,0.13671875,64,0.25,19,0.07421875,68,0.265625,70,0.2734375,,,,
1203,3,133,256,0.13520994439022616,False,24,0.09375,57,0.22265625,25,0.09765625,73,0.28515625,77,0.30078125,,,,
1204,3,134,256,0.13358640632941388,False,23,0.08984375,58,0.2265625,19,0.07421875,73,0.28515625,83,0.32421875,,,,
1205,3,135,256,0.13742537761572748,False,36,0.140625,39,0.15234375,15,0.05859375,81,0.31640625,85,0.33203125,,,,
1206,3,136,256,0.12366903206566349,False,29,0.11328125,56,0.21875,16,0.0625,68,0.265625,87,0.33984375,,,,
1207,3,137,256,0.1479509553319076,False,33,0.12890625,52,0.203125,16,0.0625,68,0.265625,87,0.33984375,,,,
1208,3,138,256,0.15086337363754865,False,31,0.12109375,41,0.16015625,17,0.06640625,88,0.34375,79,0.30859375,,,,
1209,3,139,256,0.13442412167205475,False,28,0.109375,53,0.20703125,20,0.078125,78,0.3046875,77,0.30078125,,,,
1210,3,140,256,0.138989276078064,False,27,0.10546875,44,0.171875,24,0.09375,75,0.29296875,86,0.3359375,,,,
1211,3,141,256,0.13037395890569314,False,19,0.07421875,59,0.23046875,24,0.09375,72,0.28125,82,0.3203125,,,,
1212,3,142,256,0.12661984775331803,False,29,0.11328125,47,0.18359375,26,0.1015625,74,0.2890625,80,0.3125,,,,
1213,3,143,256,0.1399389980651904,False,27,0.10546875,49,0.19140625,15,0.05859375,78,0.3046875,87,0.33984375,,,,
1214,3,144,256,0.14061283675255254,False,30,0.1171875,44,0.171875,24,0.09375,84,0.328125,74,0.2890625,,,,
1215,3,145,256,0.13284831821511034,False,33,0.12890625,49,0.19140625,21,0.08203125,77,0.30078125,76,0.296875,,,,
1216,3,146,256,0.13281463128805626,False,22,0.0859375,50,0.1953125,22,0.0859375,80,0.3125,82,0.3203125,,,,
1217,3,147,256,0.12550477631157264,False,34,0.1328125,50,0.1953125,19,0.07421875,70,0.2734375,83,0.32421875,,,,
1218,3,148,256,0.1325090900354553,False,33,0.12890625,54,0.2109375,17,0.06640625,74,0.2890625,78,0.3046875,,,,
1219,3,149,256,0.12792300278670155,False,45,0.17578125,51,0.19921875,15,0.05859375,73,0.28515625,72,0.28125,,,,
1220,3,150,256,0.1472870347352,False,28,0.109375,43,0.16796875,17,0.06640625,90,0.3515625,78,0.3046875,,,,
1221,3,151,256,0.14486272566136904,False,29,0.11328125,56,0.21875,18,0.0703125,71,0.27734375,82,0.3203125,,,,
1222,3,152,256,0.12094833025184926,False,22,0.0859375,58,0.2265625,26,0.1015625,76,0.296875,74,0.2890625,,,,
1223,3,153,256,0.13597252024919726,False,24,0.09375,51,0.19921875,25,0.09765625,83,0.32421875,73,0.28515625,,,,
1224,3,154,256,0.13908492325572297,False,29,0.11328125,46,0.1796875,18,0.0703125,93,0.36328125,70,0.2734375,,,,
1225,3,155,256,0.1325044556579087,False,25,0.09765625,52,0.203125,19,0.07421875,76,0.296875,84,0.328125,,,,
1226,3,156,256,0.14120325786643662,False,31,0.12109375,39,0.15234375,16,0.0625,81,0.31640625,89,0.34765625,,,,
1227,3,157,256,0.14180441302596591,False,29,0.11328125,45,0.17578125,20,0.078125,82,0.3203125,80,0.3125,,,,
1228,3,158,256,0.13885755611408968,False,26,0.1015625,51,0.19921875,20,0.078125,75,0.29296875,84,0.328125,,,,
1229,3,159,256,0.13052554907335434,False,39,0.15234375,54,0.2109375,17,0.06640625,69,0.26953125,77,0.30078125,,,,
1230,3,160,256,0.1492276070639491,False,37,0.14453125,53,0.20703125,22,0.0859375,81,0.31640625,63,0.24609375,,,,
1231,3,161,256,0.1353367551928386,False,31,0.12109375,49,0.19140625,27,0.10546875,74,0.2890625,75,0.29296875,,,,
1232,3,162,256,0.13180658934288658,False,29,0.11328125,51,0.19921875,26,0.1015625,71,0.27734375,79,0.30859375,,,,
1233,3,163,256,0.13017379193843226,False,26,0.1015625,55,0.21484375,23,0.08984375,72,0.28125,80,0.3125,,,,
1234,3,164,256,0.11932688615343068,False,29,0.11328125,60,0.234375,21,0.08203125,70,0.2734375,76,0.296875,,,,
1235,3,165,256,0.14582966548914555,False,35,0.13671875,48,0.1875,14,0.0546875,84,0.328125,75,0.29296875,,,,
1236,3,166,256,0.1343609039322473,False,29,0.11328125,47,0.18359375,23,0.08984375,75,0.29296875,82,0.3203125,,,,
1237,3,167,256,0.12451827792392578,False,27,0.10546875,53,0.20703125,21,0.08203125,66,0.2578125,89,0.34765625,,,,
1238,3,168,256,0.13615928328363225,False,30,0.1171875,49,0.19140625,20,0.078125,68,0.265625,89,0.34765625,,,,
1239,3,169,256,0.12123488796351012,False,32,0.125,54,0.2109375,20,0.078125,74,0.2890625,76,0.296875,,,,
1240,3,170,256,0.13125843310263008,False,35,0.13671875,54,0.2109375,18,0.0703125,71,0.27734375,78,0.3046875,,,,
1241,3,171,256,0.14837453540530987,False,34,0.1328125,53,0.20703125,19,0.07421875,82,0.3203125,68,0.265625,,,,
1242,3,172,256,0.13813079350802582,False,31,0.12109375,50,0.1953125,20,0.078125,73,0.28515625,82,0.3203125,,,,
1243,3,173,256,0.14367819554172456,False,29,0.11328125,50,0.1953125,15,0.05859375,81,0.31640625,81,0.31640625,,,,
1244,3,174,256,0.15528236955287866,False,29,0.11328125,52,0.203125,12,0.046875,83,0.32421875,80,0.3125,,,,
1245,3,175,256,0.13969101256225258,False,33,0.12890625,43,0.16796875,17,0.06640625,74,0.2890625,89,0.34765625,,,,
1246,3,176,256,0.1354381751443725,False,34,0.1328125,42,0.1640625,21,0.08203125,69,0.26953125,90,0.3515625,,,,
1247,3,177,256,0.14096360566327348,False,33,0.12890625,58,0.2265625,15,0.05859375,66,0.2578125,84,0.328125,,,,
1248,3,178,256,0.12717295085894875,False,24,0.09375,58,0.2265625,23,0.08984375,70,0.2734375,81,0.31640625,,,,
1249,3,179,256,0.13234501506667584,False,35,0.13671875,51,0.19921875,22,0.0859375,75,0.29296875,73,0.28515625,,,,
1250,3,180,256,0.1246226544608362,False,35,0.13671875,46,0.1796875,22,0.0859375,67,0.26171875,86,0.3359375,,,,
1251,3,181,256,0.13924062055593822,False,43,0.16796875,33,0.12890625,20,0.078125,88,0.34375,72,0.28125,,,,
1252,3,182,256,0.12230175989679992,False,21,0.08203125,59,0.23046875,20,0.078125,74,0.2890625,82,0.3203125,,,,
1253,3,183,256,0.12912766152294353,False,31,0.12109375,54,0.2109375,12,0.046875,76,0.296875,83,0.32421875,,,,
1254,3,184,256,0.13816027564462274,False,31,0.12109375,44,0.171875,20,0.078125,69,0.26953125,92,0.359375,,,,
1255,3,185,256,0.12841058251797222,False,30,0.1171875,58,0.2265625,26,0.1015625,62,0.2421875,80,0.3125,,,,
1256,3,186,256,0.1293304674763931,False,35,0.13671875,53,0.20703125,16,0.0625,77,0.30078125,75,0.29296875,,,,
1257,3,187,256,0.13085946388309821,False,31,0.12109375,48,0.1875,19,0.07421875,84,0.328125,74,0.2890625,,,,
1258,3,188,256,0.1389186109881848,False,28,0.109375,46,0.1796875,26,0.1015625,87,0.33984375,69,0.26953125,,,,
1259,3,189,256,0.14065889712946955,False,32,0.125,45,0.17578125,19,0.07421875,92,0.359375,68,0.265625,,,,
1260,3,190,256,0.1382821684528608,False,28,0.109375,43,0.16796875,24,0.09375,75,0.29296875,86,0.3359375,,,,
1261,3,191,256,0.14124464549240656,False,25,0.09765625,43,0.16796875,16,0.0625,83,0.32421875,89,0.34765625,,,,
1262,3,192,256,0.13074965990381315,False,31,0.12109375,45,0.17578125,16,0.0625,86,0.3359375,78,0.3046875,,,,
1263,3,193,256,0.1586166521301493,False,32,0.125,39,0.15234375,22,0.0859375,91,0.35546875,72,0.28125,,,,
1264,3,194,256,0.13161756403860636,False,33,0.12890625,38,0.1484375,20,0.078125,78,0.3046875,87,0.33984375,,,,
1265,3,195,256,0.12405026849592105,False,29,0.11328125,60,0.234375,13,0.05078125,74,0.2890625,80,0.3125,,,,
1266,3,196,256,0.1227046599087771,False,30,0.1171875,42,0.1640625,27,0.10546875,63,0.24609375,94,0.3671875,,,,
1267,3,197,256,0.1589774650055915,False,38,0.1484375,48,0.1875,17,0.06640625,83,0.32421875,70,0.2734375,,,,
1268,3,198,256,0.14066416383138858,False,29,0.11328125,42,0.1640625,16,0.0625,85,0.33203125,84,0.328125,,,,
1269,3,199,256,0.13956293975934386,False,30,0.1171875,53,0.20703125,21,0.08203125,82,0.3203125,70,0.2734375,,,,
1270,3,200,256,0.13375930895563215,False,25,0.09765625,51,0.19921875,16,0.0625,83,0.32421875,81,0.31640625,,,,
1271,3,201,256,0.14564415931818075,False,29,0.11328125,52,0.203125,17,0.06640625,80,0.3125,78,0.3046875,,,,
1272,3,202,256,0.12729372427565977,False,37,0.14453125,41,0.16015625,25,0.09765625,62,0.2421875,91,0.35546875,,,,
1273,3,203,256,0.14528705287375487,False,27,0.10546875,41,0.16015625,18,0.0703125,70,0.2734375,100,0.390625,,,,
1274,3,204,256,0.11577695477171801,False,30,0.1171875,51,0.19921875,23,0.08984375,69,0.26953125,83,0.32421875,,,,
1275,3,205,256,0.119211976591032,False,29,0.11328125,52,0.203125,18,0.0703125,67,0.26171875,90,0.3515625,,,,
1276,3,206,256,0.12934607220813632,False,20,0.078125,52,0.203125,17,0.06640625,81,0.31640625,86,0.3359375,,,,
1277,3,207,256,0.1263569698057836,False,24,0.09375,54,0.2109375,24,0.09375,67,0.26171875,87,0.33984375,,,,
1278,3,208,256,0.15322866479982622,False,33,0.12890625,53,0.20703125,20,0.078125,77,0.30078125,73,0.28515625,,,,
1279,3,209,256,0.14618157394579612,False,24,0.09375,44,0.171875,18,0.0703125,86,0.3359375,84,0.328125,,,,
1280,3,210,256,0.13426212762715295,False,26,0.1015625,46,0.1796875,20,0.078125,85,0.33203125,79,0.30859375,,,,
1281,3,211,256,0.13270355644635856,False,31,0.12109375,52,0.203125,10,0.0390625,76,0.296875,87,0.33984375,,,,
1282,3,212,256,0.1456374384724768,False,37,0.14453125,50,0.1953125,22,0.0859375,86,0.3359375,61,0.23828125,,,,
1283,3,213,256,0.13861236162483692,False,30,0.1171875,53,0.20703125,15,0.05859375,81,0.31640625,77,0.30078125,,,,
1284,3,214,256,0.13938021137437318,False,28,0.109375,47,0.18359375,16,0.0625,75,0.29296875,90,0.3515625,,,,
1285,3,215,256,0.12574738889816217,False,32,0.125,54,0.2109375,16,0.0625,75,0.29296875,79,0.30859375,,,,
1286,3,216,256,0.129513766252785,False,33,0.12890625,54,0.2109375,15,0.05859375,75,0.29296875,79,0.30859375,,,,
1287,3,217,256,0.14627491377177648,False,36,0.140625,37,0.14453125,17,0.06640625,77,0.30078125,89,0.34765625,,,,
1288,3,218,256,0.12480090355529683,False,39,0.15234375,64,0.25,18,0.0703125,65,0.25390625,70,0.2734375,,,,
1289,3,219,256,0.12523621224681847,False,29,0.11328125,51,0.19921875,26,0.1015625,70,0.2734375,80,0.3125,,,,
1290,3,220,256,0.13862537068780512,False,35,0.13671875,48,0.1875,13,0.05078125,84,0.328125,76,0.296875,,,,
1291,3,221,256,0.13698755338555202,False,32,0.125,48,0.1875,12,0.046875,85,0.33203125,79,0.30859375,,,,
1292,3,222,256,0.1242816803714959,False,33,0.12890625,51,0.19921875,13,0.05078125,76,0.296875,83,0.32421875,,,,
1293,3,223,256,0.13784752501669573,False,31,0.12109375,45,0.17578125,21,0.08203125,81,0.31640625,78,0.3046875,,,,
1294,3,224,256,0.1503253589180531,False,37,0.14453125,38,0.1484375,20,0.078125,78,0.3046875,83,0.32421875,,,,
1295,3,225,256,0.13865194241225254,False,27,0.10546875,55,0.21484375,22,0.0859375,81,0.31640625,71,0.27734375,,,,
1296,3,226,256,0.14026001180172898,False,31,0.12109375,43,0.16796875,19,0.07421875,79,0.30859375,84,0.328125,,,,
1297,3,227,256,0.14463108003837988,False,25,0.09765625,45,0.17578125,17,0.06640625,102,0.3984375,67,0.26171875,,,,
1298,3,228,256,0.12787352249142714,False,31,0.12109375,45,0.17578125,20,0.078125,81,0.31640625,79,0.30859375,,,,
1299,3,229,256,0.12196786313143093,False,32,0.125,56,0.21875,18,0.0703125,73,0.28515625,77,0.30078125,,,,
1300,3,230,256,0.1436339636275079,False,23,0.08984375,48,0.1875,20,0.078125,84,0.328125,81,0.31640625,,,,
1301,3,231,256,0.13167662761406973,False,35,0.13671875,41,0.16015625,19,0.07421875,83,0.32421875,78,0.3046875,,,,
1302,3,232,256,0.1262536774156615,False,30,0.1171875,57,0.22265625,16,0.0625,68,0.265625,85,0.33203125,,,,
1303,3,233,256,0.14301720679213759,False,29,0.11328125,37,0.14453125,18,0.0703125,87,0.33984375,85,0.33203125,,,,
1304,3,234,256,0.1313838232017588,False,36,0.140625,63,0.24609375,22,0.0859375,62,0.2421875,73,0.28515625,,,,
1305,3,235,256,0.13769630243768916,False,35,0.13671875,46,0.1796875,18,0.0703125,92,0.359375,65,0.25390625,,,,
1306,3,236,256,0.12554929364705458,False,37,0.14453125,45,0.17578125,18,0.0703125,77,0.30078125,79,0.30859375,,,,
1307,3,237,256,0.13146101028542034,False,32,0.125,56,0.21875,23,0.08984375,72,0.28125,73,0.28515625,,,,
1308,3,238,256,0.13387021864764392,False,29,0.11328125,41,0.16015625,18,0.0703125,80,0.3125,88,0.34375,,,,
1309,3,239,256,0.12184195822919719,False,33,0.12890625,53,0.20703125,17,0.06640625,62,0.2421875,91,0.35546875,,,,
1310,3,240,256,0.12266753864241764,False,28,0.109375,55,0.21484375,22,0.0859375,70,0.2734375,81,0.31640625,,,,
1311,3,241,256,0.1542425841325894,False,37,0.14453125,47,0.18359375,16,0.0625,79,0.30859375,77,0.30078125,,,,
1312,3,242,256,0.1294695938413497,False,32,0.125,45,0.17578125,18,0.0703125,74,0.2890625,87,0.33984375,,,,
1313,3,243,256,0.12986904436547775,False,30,0.1171875,53,0.20703125,23,0.08984375,75,0.29296875,75,0.29296875,,,,
1314,3,244,256,0.1333478593151085,False,34,0.1328125,44,0.171875,20,0.078125,87,0.33984375,71,0.27734375,,,,
1315,3,245,256,0.128305541962618,False,27,0.10546875,45,0.17578125,27,0.10546875,82,0.3203125,75,0.29296875,,,,
1316,3,246,256,0.13094875070964918,False,27,0.10546875,44,0.171875,18,0.0703125,77,0.30078125,90,0.3515625,,,,
1317,3,247,256,0.1207512512919493,False,27,0.10546875,52,0.203125,22,0.0859375,69,0.26953125,86,0.3359375,,,,
1318,3,248,256,0.1332533504719322,False,25,0.09765625,53,0.20703125,29,0.11328125,77,0.30078125,72,0.28125,,,,
1319,3,249,256,0.12878998532687547,False,33,0.12890625,54,0.2109375,19,0.07421875,67,0.26171875,83,0.32421875,,,,
1320,3,250,256,0.1318892112467438,False,32,0.125,50,0.1953125,17,0.06640625,78,0.3046875,79,0.30859375,,,,
1321,3,251,256,0.14501175968325697,False,39,0.15234375,48,0.1875,25,0.09765625,74,0.2890625,70,0.2734375,,,,
1322,3,252,256,0.1256721878889948,False,21,0.08203125,64,0.25,22,0.0859375,81,0.31640625,68,0.265625,,,,
1323,3,253,256,0.12832870744750835,False,27,0.10546875,48,0.1875,21,0.08203125,71,0.27734375,89,0.34765625,,,,
1324,3,254,256,0.13086320806178264,False,27,0.10546875,51,0.19921875,27,0.10546875,78,0.3046875,73,0.28515625,,,,
